qid,question,relevant_cids,num_relevant,question_norm
52264,Hòa giải tranh chấp đất đai không thành thì sẽ xử lý như thế nào?,[64678],1,hòa giải tranh chấp đất đai không thành thì sẽ xử lý như thế nào?
97467,Thủ tục nhập học Đại học năm 2023 được thực hiện thế nào?,[63971],1,thủ tục nhập học đại học năm 2023 được thực hiện thế nào?
105628,Pháp luật quy định về nội dung quy chế tuyển sinh trình độ trung cấp như thế nào?,[61976],1,pháp luật quy định về nội dung quy chế tuyển sinh trình độ trung cấp như thế nào?
23605,Giá trị sử dụng của Giấy xác nhận tình trạng hôn nhân được pháp luật quy định như thế nào?,[69005],1,giá trị sử dụng của giấy xác nhận tình trạng hôn nhân được pháp luật quy định như thế nào?
48304,Quy tắc áp dụng mức phạt tiền gấp đôi theo Nghị định 100/2019/NĐ-CP đối với thời điểm xảy ra các hành vi vi phạm,[76486],1,quy tắc áp dụng mức phạt tiền gấp đôi theo nghị định 100/2019/nđ-cp đối với thời điểm xảy ra các hành vi vi phạm
21777,Thời điểm xuất hóa đơn giá trị gia tăng là khi nào?,[85836],1,thời điểm xuất hóa đơn giá trị gia tăng là khi nào?
78461,"Khi chấm dứt hoạt động, hộ kinh doanh phải gửi hồ sơ gồm những gì?",[106246],1,"khi chấm dứt hoạt động, hộ kinh doanh phải gửi hồ sơ gồm những gì?"
38249,Sinh viên đại học đáp ứng điều kiện gì để được xét cấp học bổng khuyến khích?,[71591],1,sinh viên đại học đáp ứng điều kiện gì để được xét cấp học bổng khuyến khích?
23216,Thời hạn giải quyết khiếu nại lần đầu là bao lâu?,[1728],1,thời hạn giải quyết khiếu nại lần đầu là bao lâu?
80237,Ký kết thỏa thuận quốc tế là gì?,[66169],1,ký kết thỏa thuận quốc tế là gì?
77616,Cơ quan nào có thẩm quyền chứng nhận lãnh sự ở trong nước?,[145],1,cơ quan nào có thẩm quyền chứng nhận lãnh sự ở trong nước?
51048,Chứng thực bản sao từ bản chính là gì?,[67895],1,chứng thực bản sao từ bản chính là gì?
56569,Thời gian xác nhận nhập học đại học trực tuyến 2023 theo chỉ đạo mới nhất của Bộ Giáo dục và Đào tạo?,[66422],1,thời gian xác nhận nhập học đại học trực tuyến 2023 theo chỉ đạo mới nhất của bộ giáo dục và đào tạo?
20766,Hội đồng đạo đức trong nghiên cứu y sinh học cấp quốc gia hoạt động dựa trên nguyên tắc nào?,[44949],1,hội đồng đạo đức trong nghiên cứu y sinh học cấp quốc gia hoạt động dựa trên nguyên tắc nào?
15980,Thời hạn giải quyết khiếu nại lần đầu là bao lâu?,[1728],1,thời hạn giải quyết khiếu nại lần đầu là bao lâu?
119785,Tiêu chuẩn và điều kiện của kế toán trưởng là gì?,[2896],1,tiêu chuẩn và điều kiện của kế toán trưởng là gì?
151648,Về điều hành dự toán ngân sách nhà nước thì Vụ Tài chính hành chính sự nghiệp có những nhiệm vụ nào?,[111471],1,về điều hành dự toán ngân sách nhà nước thì vụ tài chính hành chính sự nghiệp có những nhiệm vụ nào?
35820,Thuế suất thuế giá trị gia tăng dự kiến năm 2023 là bao nhiêu?,"[62696, 69634]",2,thuế suất thuế giá trị gia tăng dự kiến năm 2023 là bao nhiêu?
151356,Mức phí tối thiểu và tối đa trong thẩm định phê duyệt thiết kế phòng cháy chữa cháy là bao nhiêu?,[166818],1,mức phí tối thiểu và tối đa trong thẩm định phê duyệt thiết kế phòng cháy chữa cháy là bao nhiêu?
149711,Ai có thẩm quyền quy định việc giám sát việc thực hiện biểu đồ chạy tàu trên đường sắt quốc gia?,[159430],1,ai có thẩm quyền quy định việc giám sát việc thực hiện biểu đồ chạy tàu trên đường sắt quốc gia?
152747,Phương thức đóng bảo hiểm y tế như thế nào?,[78200],1,phương thức đóng bảo hiểm y tế như thế nào?
26547,Giấy chứng nhận quyền sử dụng đất là gì?,[65094],1,giấy chứng nhận quyền sử dụng đất là gì?
4671,"Chánh Văn phòng Trung ương Đảng phải đáp ứng được những tiêu chuẩn về phẩm chất, năng lực như thế nào?",[66669],1,"chánh văn phòng trung ương đảng phải đáp ứng được những tiêu chuẩn về phẩm chất, năng lực như thế nào?"
58107,Người lao động thử việc nghỉ lễ Quốc khánh 2/9/2023 thì có được hưởng nguyên lương không?,[62789],1,người lao động thử việc nghỉ lễ quốc khánh 2/9/2023 thì có được hưởng nguyên lương không?
99491,TPHCM đề xuất tăng gấp đôi mức phạt tiền trong Nghị định 100/2019/NĐ-CP đối với các hành vi vi phạm giao thông đường bộ?,[76484],1,tphcm đề xuất tăng gấp đôi mức phạt tiền trong nghị định 100/2019/nđ-cp đối với các hành vi vi phạm giao thông đường bộ?
127623,Thời điểm lập hóa đơn điện tử đối với trường hợp bán xăng dầu tại các cửa hàng bán lẻ được quy định như thế nào?,[81521],1,thời điểm lập hóa đơn điện tử đối với trường hợp bán xăng dầu tại các cửa hàng bán lẻ được quy định như thế nào?
95080,"Thẩm quyền thành lập, cho phép thành lập cơ sở giáo dục nghề nghiệp thuộc về ai?",[90390],1,"thẩm quyền thành lập, cho phép thành lập cơ sở giáo dục nghề nghiệp thuộc về ai?"
10652,Thương nhân kinh doanh dịch vụ xăng dầu có quyền và nghĩa vụ thế nào?,[65892],1,thương nhân kinh doanh dịch vụ xăng dầu có quyền và nghĩa vụ thế nào?
155744,Việc xác định cá nhân trực tiếp sản xuất nông nghiệp được quy định như thế nào?,[61523],1,việc xác định cá nhân trực tiếp sản xuất nông nghiệp được quy định như thế nào?
44842,Thông tư 24/2023/TT-BCA về đăng ký xe được chính thức áp dụng từ ngày nào?,[111700],1,thông tư 24/2023/tt-bca về đăng ký xe được chính thức áp dụng từ ngày nào?
71153,Khoản vay nước ngoài là gì?,[87781],1,khoản vay nước ngoài là gì?
59468,Cơ sở kinh doanh đào tạo thẩm tra viên an toàn giao thông đường bộ phải có đội ngũ giảng viên như thế nào?,[128064],1,cơ sở kinh doanh đào tạo thẩm tra viên an toàn giao thông đường bộ phải có đội ngũ giảng viên như thế nào?
52626,Hoạt động đối ngoại biên phòng gồm những nội dung nào?,[57621],1,hoạt động đối ngoại biên phòng gồm những nội dung nào?
37246,Yêu cầu đối với đối tượng đăng kí dự thi thạc sĩ được quy định như thế nào?,[103191],1,yêu cầu đối với đối tượng đăng kí dự thi thạc sĩ được quy định như thế nào?
133126,Hội đồng phối hợp liên ngành Trung ương có nhiệm vụ giúp lãnh đạo liên ngành thực hiện các hoạt động nào?,[13034],1,hội đồng phối hợp liên ngành trung ương có nhiệm vụ giúp lãnh đạo liên ngành thực hiện các hoạt động nào?
904,Quỹ đầu tư chứng khoán là gì?,[62439],1,quỹ đầu tư chứng khoán là gì?
177240,Người làm chứng là ai?,[63101],1,người làm chứng là ai?
152044,Chủ thể danh tính điện tử là ai?,"[119638, 138437]",2,chủ thể danh tính điện tử là ai?
37900,Viên chức là ai?,[49915],1,viên chức là ai?
129472,Hội đồng thẩm định chương trình đào tạo của trường trung cấp nghề có trách nhiệm gì?,[94155],1,hội đồng thẩm định chương trình đào tạo của trường trung cấp nghề có trách nhiệm gì?
151427,Hồ sơ điểm đen tai nạn giao thông đường bộ bao gồm những giấy tờ gì?,[34161],1,hồ sơ điểm đen tai nạn giao thông đường bộ bao gồm những giấy tờ gì?
124919,Công ty cổ phần có các loại cổ phần nào?,[50593],1,công ty cổ phần có các loại cổ phần nào?
85762,Ký kết thỏa thuận quốc tế dựa trên những nguyên tắc nào?,[66170],1,ký kết thỏa thuận quốc tế dựa trên những nguyên tắc nào?
48465,Quỹ hỗ trợ thanh toán chứng khoán được lấy từ đâu?,[48882],1,quỹ hỗ trợ thanh toán chứng khoán được lấy từ đâu?
99625,Luật sư là ai?,[79612],1,luật sư là ai?
104998,"Vì sao quân đội, công an không bị cắt bỏ phụ cấp thâm niên nghề khi thực hiện cải cách tiền lương 2024?",[64219],1,"vì sao quân đội, công an không bị cắt bỏ phụ cấp thâm niên nghề khi thực hiện cải cách tiền lương 2024?"
100422,Khi thay đổi cổ đông sáng lập thì công ty cổ phần có phải thông báo với Cơ quan đăng ký kinh doanh không?,[65863],1,khi thay đổi cổ đông sáng lập thì công ty cổ phần có phải thông báo với cơ quan đăng ký kinh doanh không?
48566,Vật chứng là gì?,[10566],1,vật chứng là gì?
65003,"Phương pháp phân bổ thuế TNCN đối với thu nhập từ tiền lương, tiền công được quy định như thế nào?",[95222],1,"phương pháp phân bổ thuế tncn đối với thu nhập từ tiền lương, tiền công được quy định như thế nào?"
175352,Hóa đơn điện tử là gì?,[40896],1,hóa đơn điện tử là gì?
71468,Lãi suất cho vay là bao nhiêu? Thời hạn cho vay tối đa bao nhiêu tháng?,[141534],1,lãi suất cho vay là bao nhiêu? thời hạn cho vay tối đa bao nhiêu tháng?
154697,Vấn đề bình đẳng giới trong lĩnh vực chính trị được quy định như thế nào?,[53904],1,vấn đề bình đẳng giới trong lĩnh vực chính trị được quy định như thế nào?
13452,Quy tắc áp dụng mức phạt tiền gấp đôi theo Nghị định 100/2019/NĐ-CP đối với thời điểm xảy ra các hành vi vi phạm,[76486],1,quy tắc áp dụng mức phạt tiền gấp đôi theo nghị định 100/2019/nđ-cp đối với thời điểm xảy ra các hành vi vi phạm
82274,Đối tượng nào không phải đóng học phí năm học 2023-2024?,[72328],1,đối tượng nào không phải đóng học phí năm học 2023-2024?
67565,"Trình tự, thủ tục đăng ký tài khoản định danh điện tử đối với công dân Việt Nam được quy định thế nào?",[63247],1,"trình tự, thủ tục đăng ký tài khoản định danh điện tử đối với công dân việt nam được quy định thế nào?"
24710,Bao giờ giáo viên công lập được nhận lương mới sau khi thay đổi xếp lương từ 30/5/2023 theo Thông tư 08/2023/TT-BGDĐT?,[89124],1,bao giờ giáo viên công lập được nhận lương mới sau khi thay đổi xếp lương từ 30/5/2023 theo thông tư 08/2023/tt-bgdđt?
96900,Hóa đơn điện tử là gì?,[40896],1,hóa đơn điện tử là gì?
29428,Hóa đơn như thế nào được xem là hợp pháp?,[75190],1,hóa đơn như thế nào được xem là hợp pháp?
31855,Thân nhân liệt sĩ gồm những ai?,"[31255, 97100]",2,thân nhân liệt sĩ gồm những ai?
84822,Thời gian nhập học đại học năm 2023 là khi nào?,[66421],1,thời gian nhập học đại học năm 2023 là khi nào?
11694,Thủ tục cấp giấy phép mua pháo hoa để kinh doanh theo quy định mới nhất được thực hiện ra sao?,[74508],1,thủ tục cấp giấy phép mua pháo hoa để kinh doanh theo quy định mới nhất được thực hiện ra sao?
101688,Pháo hoa là gì?,[18337],1,pháo hoa là gì?
49080,Thời gian niêm yết việc đấu giá tài sản theo thủ tục rút gọn là bao lâu?,[116432],1,thời gian niêm yết việc đấu giá tài sản theo thủ tục rút gọn là bao lâu?
54979,"Trình tự, thủ tục đăng ký tài khoản định danh điện tử mức độ 2 đối với công dân Việt Nam như thế nào?",[63247],1,"trình tự, thủ tục đăng ký tài khoản định danh điện tử mức độ 2 đối với công dân việt nam như thế nào?"
29117,Hội đồng đạo đức trong nghiên cứu y sinh học cấp cơ sở hoạt động dựa trên nguyên tắc nào?,[44949],1,hội đồng đạo đức trong nghiên cứu y sinh học cấp cơ sở hoạt động dựa trên nguyên tắc nào?
